title,indegree
Named Entity Recognition with Bilingual Constraints,0
Multi-document multilingual summarization and evaluation tracks in ACL 2013 MultiLing Workshop,0
ACL 2013 MultiLing Pilot Overview,0
Multilingual Multi-Document Summarization with POLY2,0
Multilingual Summarization: Dimensionality Reduction and a Step Towards Optimal Term Coverage,0
Vocabulary Decomposition for Estonian Open Vocabulary Speech Recognition,0
Using WordNet and Semantic Similarity for Bilingual Terminology Mining from Comparable Corpora,0
Bilingual Lexicon Extraction via Pivot Language and Word Alignment Tool,0
Cross-lingual WSD for Translation Extraction from Comparable Corpora,0
Building basic vocabulary across 40 languages,0
Multi-faceted Event Recognition with Bootstrapped Dictionaries,0
Underspecified Beta Reduction,0
A modular open-source focused crawler for mining monolingual and bilingual corpora from the web,0
ChineseĂ˘âŹâJapanese Parallel Sentence Extraction from QuasiĂ˘âŹâComparable Corpora,0
Towards a Computational Treatment of Superlatives,0
A Comparison of Smoothing Techniques for Bilingual Lexicon Extraction from Comparable Corpora,0
Building A Robust Dialogue System With Limited Data,0
Improving MT System Using Extracted Parallel Fragments of Text from Comparable Corpora,0
Scientific registers and disciplinary diversification: a comparable corpus approach,0
Chinese Syntactic Parsing Based On Extended GLR Parsing Algorithm With PCFG,0
Planning Referential Acts For Animated Presentation Agents,0
AttitudeMiner: Mining Attitude from Online Discussions,0
Obituary: Victor H. Yngve,0
ACCURAT Toolkit for Multi-Level Alignment and Information Extraction from Comparable Corpora,0
The Study of Effect of Length in Morphological Segmentation of Agglutinative Languages,0
A Ranking Model Of Proximal And Structural Text Retrieval Based On Region Algebra,0
Detecting Transliterated Orthographic Variants Via Two Similarity Metrics,0
Direct Orthographical Mapping For Machine Transliteration,0
Monte Carlo MCMC: Efficient Inference by Approximate Sampling,0
Bilingual-Dictionary Adaptation To Domains,0
Distinguishing Contact-Induced Change from Language Drift in Genetically Related Languages,0
Adapting And Extending Lexical Resources In A Dialogue System,0
Dialog System Using Real-Time Crowdsourcing and Twitter Large-Scale Corpus,0
A Unified Probabilistic Approach to Referring Expressions,0
Information-theoretic Multi-view Domain Adaptation,0
Spectral Clustering For Example Based Machine Translation,0
Book Review: discourse.cpp by O.S. le Si,0
Finite-State Chart Constraints for Reduced Complexity Context-Free Parsing Pipelines,0
Book Review: Discourse Processing by Manfred Stede,0
LFG Generation by Grammar Specialization,0
Empirical Methods for the Study of Denotation in Nominalizations in Spanish,0
Language Independent Named Entity Identification using Wikipedia,0
Fine-Grained Lexical Semantic Representations And Compositionally-Derived Events In Mandarin Chinese,0
Active Learning for Coreference Resolution,0
Scaling Answer Type Detection to Large Hierarchies,0
A Combined Phonetic-Phonological Approach To Estimating Cross-Language Phoneme Similarity In An ASR Environment,0
Learning Quantity Insensitive Stress Systems Via Local Inference,0
Estimating Adaptation of Dialogue Partners with Different Verbal Intelligence,0
Handling Pragmatic Information With A Reversible Architecture,0
A Semantic Interpreter For Systemic Grammars,0
NLP And Industry: Transfer And Reuse Of Technologies,0
Portable Features for Classifying Emotional Text,0
Using Group History to Identify Character-Directed Utterances in Multi-Child Interactions,0
Parsing Defficulties And Phonological Processing In Italian,0
Grouping Words Using Statistical Context,0
Cause-Effect Relation Learning,0
Identifying Untyped Relation Mentions in a Corpus given an Ontology,0
Chinese-English Backward Transliteration Assisted with Mining Monolingual Web Pages,0
Bringing the Associative Ability to Social Tag Recommendation,0
Analysis and Performance of Morphological Query Expansion and Language-Filtering Words on Basque Web Searching,0
A Comparable Corpus Based on Aligned Multilingual Ontologies,0
Conventional Metaphor And The Lexicon,0
A Hybrid Stepwise Approach for De-identifying Person Names in Clinical Documents,0
Alignment-HMM-based Extraction of Abbreviations from Biomedical Text,0
A Demonstration of Incremental Speech Understanding and Confidence Estimation in a Virtual Human Dialogue System,0
A Character-Net Based Chinese Text Segmentation Method,0
From D-Coi to SoNaR: a reference corpus for Dutch,0
Context Clustering For Word Sense Disambiguation Based On Modeling Pairwise Context Similarities,0
Cross-discourse Development of Supervised Sentiment Analysis in the Clinical Domain,0
Generating Natural Language Summaries for Multimedia,0
University_Of_Sheffield: Two Approaches to Semantic Text Similarity,0
Conversion Of A French Surface Expression Into Its Semantic Representation According To The Reseda Metalanguage,0
UMichigan: A Conditional Random Field Model for Resolving the Scope of Negation,0
Beauty Before Age? Applying Subjectivity to Automatic English Adjective Ordering,0
FBK: Exploiting Phrasal and Contextual Clues for Negation Scope Detection,0
An Efficient Text Summarizer Using Lexical Chains,0
A Comparative Investigation of Morphological Language Modeling for the Languages of the European Union,0
Estimating the Resource Adaption Cost from a Resource Rich Language to a Similar Resource Poor Language,0
PubAnnotation - a persistent and sharable corpus and annotation repository,0
Automatic Processing of Diabetic Patients' Hospital Documentation,0
RankPref: Ranking Sentences Describing Relations between Biomedical Entities with an Application,0
Classifying Gene Sentences in Biomedical Literature by Combining High-Precision Gene Identifiers,0
A Preliminary Work on Symptom Name Recognition from Free-Text Clinical Records of Traditional Chinese Medicine using Conditional Random Fields and Reasonable Features,0
Using A Word Sense Disambiguation System For Translation Disambiguation: The LIA-LIDILEM Team Experiment,0
Deep Unsupervised Feature Learning for Natural Language Processing,0
Medical diagnosis lost in translation â Analysis of uncertainty and negation expressions in English and Swedish clinical texts,0
Senseval-3 Logic Forms: A System And Possible Improvements,0
Panel: The State Of The Art In Thai Language Processing,0
Analyzing Patient Records to Establish If and When a Patient Suffered from a Medical Condition,0
Bootstrapping Biomedical Ontologies for Scientific Text using NELL,0
The U.S. Policy Agenda Legislation Corpus Volume 1 - a Language Resource from 1947 - 1998,0
How to Evaluate Opinionated Keyphrase Extraction?,0
Building Chinese Sense Annotated Corpus with the Help of Software Tools,0
Automatically Annotating A Five-Billion-Word Corpus of Japanese Blogs for Affect and Sentiment Analysis,0
On the Impact of Sentiment and Emotion Based Features in Detecting Online Sexual Predators,0
Automatic Evaluation of Machine Translation Based on Rate of Accomplishment of Sub-Goals,0
Generating Extraction Patterns From A Large Semantic Network And An Untagged Corpus,0
POLITICAL-ADS: An annotated corpus for modeling event-level evaluativity,0
Book Review: Categorial Grammar: Logical Syntax Semantics and Processing by Glyn V. Morrill,0
Folheador: browsing through Portuguese semantic relations,0
Selecting The Most Highly Correlated Pairs Within A Large Vocabulary,0
A Maximum Entropy Approach To HowNet-Based Chinese Word Sense Disambiguation,0
Just Title It! (by an Online Application),0
Book Review: A Way with Words: Recent Advances in Lexical Theory and Analysis: A Festschrift for Patrick Hanks edited by Gilles-Maurice de Schryver,0
Common Heuristics For Parsing Generation And Whatever...,0
Biased Representation Learning for Domain Adaptation,0
On the String Translations Produced by Multi BottomâUp Tree Transducers,0
Unsupervised Topic Identification By Integrating Linguistic And Visual Information Based On Hidden Markov Models,0
Annotating Preferences in Negotiation Dialogues,0
Compiling A Lexicon Of Cooking Actions For Animation Generation,0
A Rule-based Syllable Segmentation of Myanmar Text,0
Multi-Modal Question-Answering: Questions without Keyboards,0
Design of a Rule-based Stemmer for Natural Language Text in Bengali,0
Finite State Solutions For Reduplication In Kinyarwanda Language,0
An Optimal Order of Factors for the Computational Treatment of Personal Anaphoric Devices in Urdu Discourse,0
Unsupervised Disambiguation of Image Captions,0
Modelling of a Gazetteer Look-up Component,0
Lexical semantic typologies from bilingual corpora â A framework,0
Non-atomic Classification to Improve a Semantic Role Labeler for a Low-resource Language,0
A Niche At The Nexus: Situating An NLP Curriculum Interdisciplinarily,0
Reference And Pragmatic Identification,0
Sorting out the Most Confusing English Phrasal Verbs,0
Learning Semantics and Selectional Preference of Adjective-Noun Pairs,0
Identifying hypernyms in distributional semantic spaces,0
Towards a Flexible Semantics: Colour Terms in Collaborative Reference Tasks,0
Framework for the Development of Spoken Dialogue System based on Collaboratively Constructed Semantic Resources,0
Entropy-based Pruning for Phrase-based Machine Translation,0
One Year of Contender: What Have We Learned about Assessing and Tuning Industrial Spoken Dialog Systems?,0
Recognition Assistance - Treating Errors In Texts Acquired From Various Recognition Processes,0
Space Efficiencies in Discourse Modeling via Conditional Random Sampling,0
Response-Based Confidence Annotation for Spoken Dialogue Systems,0
Fine-Grained Focus for Pinpointing Positive Implicit Meaning from Negated Statements,0
Social Event Radar: A Bilingual Context Mining and Sentiment Analysis Summarization System,0
Learning a Syntagmatic and Paradigmatic Structure from Language Data with a Bi-Multigram Model,0
Intra-Speaker Topic Modeling for Improved Multi-Party Meeting Summarization with Integrated Random Walk,0
Towards Spanish Verbs Selectional Preferences Automatic Acquisition: Semantic Annotation of the SenSem Corpus,0
Using Lexical Acquisition to Enrich a Predicate Argument Reusable Database,0
Semantic negotiation in dialogue: the mechanisms of alignment,0
Learning to Read Between the Lines using Bayesian Logic Programs,0
A Structured Language Model Based On Context-Sensitive Probabilistic Left-Corner Parsing,0
Identifying Constant and Unique Relations by using Time-Series Text,0
Non-Compositional Language Model and Pattern Dictionary Development for Japanese Compound and Complex Sentences,0
Implementing Voting Constraints With Finite State Transducers,0
ATLAS - A New Text Alignment Architecture,0
Using Discourse Information for Paraphrase Extraction,0
Implementing A Characterization Of Genre For Automatic Genre Identification Of Web Pages,0
Lexifanis A Lexical Analyzer Of Modern Greek,0
Semantic Case Role Detection For Information Extraction,0
Part-of-Speech Tagging for Chinese-English Mixed Texts with Dynamic Features,0
Example-Based Rescoring Of Statistical Machine Translation Output,0
Introduction,0
Automating Second Language Acquisition Research: Integrating Information Visualisation and Machine Learning,0
Bottom-Up Parsing Extending Context-Freeness In A Process Grammar Processor,0
A Hardware Algorithm For High Speed Morpheme Extraction And Its Implementation,0
Formal Properties Of Metrical Structure,0
Visualising Typological Relationships: Plotting WALS with Heat Maps,0
Similarity Patterns in Words (Invited talk),0
Language comparison through sparse multilingual word alignment,0
Towards Efficient Parsing With Proof-Nets,0
Multimodal Grammar Implementation,0
Zhijun Wu: Chinese Semantic Dependency Parsing with Third-Order Features,0
Discourse Structure in Simultaneous Spoken Turkish,0
A Trainable Tokenizer solution for multilingual texts and compound expression tokenization,0
Towards Automatic Construction of Knowledge Bases from Chinese Online Resources,0
Mining Context Specific Similarity Relationships Using The World Wide Web,0
Comparing The Sentence Alignment Yield From Two News Corpora Using A Dictionary-Based Alignment System,0
Disambiguation Of Morphological Structure Using A PCFG,0
Indonesian-Japanese CLIR Using Only Limited Resource,0
Google Books N-gram Corpus used as a Grammar Checker,0
An XML-Based Document Suite,0
LELIE: A Tool Dedicated to Procedure and Requirement Authoring,0
Factuality Detection on the Cheap: Inferring Factuality for Increased Precision in Detecting Negated Events,0
How do Negation and Modality Impact on Opinions?,0
HMM Based Chunker for Hindi,0
Investigating the Features that Affect Cue Usage of Non-native Speakers of English,0
Information Retrieval Capable of Visualization and High Precision,0
Identification of Truth and Deception in Text: Application of Vector Space Model to Rhetorical Structure Theory,0
Pastiche Detection Based on Stopword Rankings. Exposing Impersonators of a Romanian Writer,0
Assessment and Development of POS Tag Set for Telugu,0
CCG Syntactic Reordering Models for Phrase-based Machine Translation,0
Using Categorial Grammar to Label Translation Rules,0
Incorporating Temporal and Semantic Information with Eye Gaze for Automatic Word Acquisition in Multimodal Conversational Systems,0
Enhanced Interactive Question-Answering With Conditional Random Fields,0
HotSpots: Visualizing Edits to a Text,0
Review of Hypothesis Alignment Algorithms for MT System Combination via Confusion Network Decoding,0
Lexical Chains and Sliding Locality Windows in Content-based Text Similarity Detection,0
Numbat: Abolishing Privileges When Licensing New Constituents In Constraint-Oriented Parsing,0
Exploring Semantic Constraints For Document Retrieval,0
A Reusable Lexical Database Tool For Machine Translation,0
Book Review: Cross-Language Information Retrieval by Jian-Yun Nie,0
Parsing the Past - Identification of Verb Constructions in Historical Text,0
Linguistically-Augmented Bulgarian-to-English Statistical Machine Translation Model,0
Trajectory Based Word Sense Disambiguation,0
Document Fusion For Comprehensive Event Description,0
Design of a hybrid high quality machine translation system,0
Can Machine Learning Algorithms Improve Phrase Selection in Hybrid Machine Translation?,0
Other-Anaphora Resolution in Biomedical Texts with Automatically Mined Patterns,0
Robustness Issues In A Data-Driven Spoken Language Understanding System,0
An Information-Theory-Based Feature Type Analysis For The Modeling Of Statistical Parsing,0
ATLAS - Human Language Technologies integrated within a Multilingual Web Content Management System,0
Tree-based Hybrid Machine Translation,0
Term Recognition Using Technical Dictionary Hierarchy,0
Feature Logic For Dotted Types: A Formalism For Complex Word Meanings,0
A PARLOG Implementation Of Government-Binding Theory,0
Automatic Indexing And Government-Binding Theory,0
Corpus Work With PC BETA,0
Penn: Using Word Similarities to better Estimate Sentence Similarity,0
Speech to speech machine translation: Biblical chatter from Finnish to English,0
A Corpus of Textual Revisions in Second Language Writing,0
Word Sense Disambiguation Criteria: A Systematic Study,0
Fragmentation And Part Of Speech Disambiguation,0
Evaluating Knowledge-Based Approaches To The Multilingual Extension Of A Temporal Expression Normalizer,0
TransAhead: A Writing Assistant for CAT and CALL,0
Training Dependency Parser Using Light Feedback,0
Sequencing In A Connectionist Model Of Language Processing,0
The Effects of Semantic Annotations on Precision Parse Ranking,0
Session 3: Human Language Evaluation,0
Parsing Using Linearly Ordered Phonological Rules,0
Some Remarks On Case Relations,0
Error Detection And Recovery In Spoken Dialogue Systems,0
Identifying High-Impact Sub-Structures for Convolution Kernels in Document-level Sentiment Classification,0
Iteration Habituality And Verb Form Semantics,0
An Exploration of Forest-to-String Translation: Does Translation Help or Hurt Parsing?,0
PLUTO: Automated Solutions for Patent Translation,0
Semantic Web based Machine Translation,0
A Study of Hybrid Similarity Measures for Semantic Relation Extraction,0
Redundancy: Helping Semantic Disambiguation,0
Indexing Google 1T for low-turnaround wildcarded frequency queries,0
Domain-Specific Semantic Relatedness From Wikipedia: Can A Course Be Transferred?,0
Choosing an Evaluation Metric for Parser Design,0
Using Search-Logs to Improve Query Tagging,0
Toward Determining the Comprehensibility of Machine Translations,0
Language Classification and Segmentation of Noisy Documents in Hebrew Scripts,0
Handling Unknown Words in Arabic FST Morphology,0
Design and Validation of ECA Gestures to Improve Dialogue System Robustness,0
Negative Concord And Restructuring In Palestinian Arabic: A Comparison Of TAG And CCG Analyses,0
Effect of Language and Error Models on Efficiency of Finite-State Spell-Checking and Correction,0
A Constraint Driven Metagrammar,0
Practical Finite State Optimality Theory,0
Virtual Modality: A Framework For Testing And Building Multimodal Applications,0
Interactive Natural Language Query Construction for Report Generation,0
Disjunctions And Inheritance In The Context Feature Structure System,0
Hidden semantics: what can we learn from the names in an ontology?,0
Extractive email thread summarization: Can we do better than He Said She Said?,0
Lexicalized TAGs Parsing And Lexicons,0
On generating coherent multilingual descriptions of museum objects from Semantic Web ontologies,0
Reformulating student contributions in tutorial dialogue,0
An Annotated Corpus Outside Its Original Context: A Corpus-Based Exercise Book,0
Recognizing Noisy Romanized Japanese Words in Learner English,0
Automatic Call Routing With Multiple Language Models,0
Chinese-Japanese Cross Language Information Retrieval: A Han Character Based Approach,0
Decidability And Undecidability In Stand-Alone Feature Logics,0
Enriching Parallel Corpora for Statistical Machine Translation with Semantic Negation Rephrasing,0
Making Readability Indices Readable,0
Converting Text Into Agent Animations: Assigning Gestures To Text,0
Do NLP and machine learning improve traditional readability formulas?,0
Improving machine translation of null subjects in Italian and Spanish,0
Stanford: Probabilistic Edit Distance Metrics for STS,0
Research In Information Extraction: 1996-98,0
CarSim: An Automatic 3D Text-To-Scene Conversion System Applied To Road Accident Reports,0
Big Data versus the Crowd: Looking for Relationships in All the Right Places,0
Controlled Authoring Of Biological Experiment Reports,0
Semi-supervised Dependency Parsing using Lexical Affinities,0
Unit-To-Unit Interaction As A Basis For Semantic Interpretation Of Japanese Sentences,0
Chinese Comma Disambiguation for Discourse Analysis,0
Modeling Topic Dependencies in Hierarchical Text Categorization,0
Information Extraction Research And Applications: Current Progress And Future Directions,0
Discriminative Learning for Joint Template Filling,0
Extracting Semantic Transfer Rules from Parallel Corpora with SMT Phrase Aligners,0
Towards An Adaptive Communication Aid With Ambiguous Text Input,0
Linguistically-Enriched Models for Bulgarian-to-English Machine Translation,0
Detecting Sub-Topic Correspondence Through Bipartite Term Clustering,0
Active Learning for Coreference Resolution,0
Detecting Highly Confident Word Translations from Comparable Corpora without Any Prior Knowledge,0
Structured Lexical Data How To Make Them Widely Available Useful And Reasonably Protected? A Practicalexample With A Trilingual Dictionary,0
Linking Uncertainty in Physicians' Narratives to Diagnostic Correctness,0
Dependency Parsing with Undirected Graphs,0
Constraint-Based Computational Semantics: A Comparison Between LTAG And LRS,0
Power-Law Distributions for Paraphrases Extracted from Bilingual Corpora,0
Generating XTAG Parsers From Algebraic Specifications,0
WebExperimenter For Multiple-Choice Question Generation,0
MinkApp: Generating Spatio-temporal Summaries for Nature Conservation Volunteers,0
Text Classification In Asian Languages Without Word Segmentation,0
PREFER: Using a Graph-Based Approach to Generate Paraphrases for Language Learning,0
A Practical Text Summarizer By Paragraph Extraction For Thai,0
Automatic Grading of Scientific Inquiry,0
Question Ranking and Selection in Tutorial Dialogues,0
Understanding Repetition In Natural Language Instructions - The Semantics Of Extent,0
Generating Lexical Analogies Using Dependency Relations,0
Extracting Syntactic Features From A Korean Treebank,0
Coupling Label Propagation and Constraints for Temporal Fact Extraction,0
Using LTAG-Based Features For Semantic Role Labeling,0
Toward Automatically Assembling Hittite-Language Cuneiform Tablet Fragments into Larger Texts,0
An A* Algorithm For Very Large Vocabulary Continuous Speech Recognition,0
Statistical Analysis Of Japanese Characters,0
Autonomous Self-Assessment of Autocorrections: Exploring Text Message Dialogues,0
QCS: A Tool For Querying Clustering And Summarizing Documents,0
Exploring Deterministic Constraints: from a Constrained English POS Tagger to an Efficient ILP Solution to Chinese Word Segmentation,0
Capitalization Cues Improve Dependency Grammar Induction,0
Automatic Rich Annotation of Large Corpus of Conversational transcribed speech: the Chunking Task of the EPAC Project,0
Disjunctive Feature Structures As Hypergraphs,0
Using Senses in HMM Word Alignment,0
Extending Document Summarization To Information Graphics,0
Unsupervised Part of Speech Inference with Particle Filters,0
From GEMINI to DiaGen: Improving Development of Speech Dialogues for Embedded Systems,0
Toward Tree Substitution Grammars with Latent Annotations,0
Exploiting Partial Annotations with EM Training,0
Speaking without knowing what to say... or when to end,0
An Unsupervised and Data-Driven Approach for Spell Checking in Vietnamese OCR-scanned Texts,0
Optimal Dialog in Consumer-Rating Systems using POMDP Framework,0
Robust Word Sense Translation By EM Learning Of Frame Semantics,0
Contrasting Objective and Subjective Portuguese Texts from Heterogeneous Sources,0
Experiments on Hybrid Corpus-Based Sentiment Lexicon Acquisition,0
Toward A Task-Based Gold Standard For Evaluation Of NP Chunks And Technical Terms,0
Presupposition And VP-Ellipsis,0
System paper for CoNLL-2012 shared task: Hybrid Rule-based Algorithm for Coreference Resolution.,0
BART goes multilingual: The UniTN / Essex submission to the CoNLL-2012 Shared Task,0
Word Class Discovery For Postprocessing Chinese Handwriting Recognition,0
Korea University System in the HOO 2012 Shared Task,0
Fertility Models For Statistical Natural Language Understanding,0
Fluid Construction Grammar: The New Kid on the Block,0
Spoken-Language Translation Method Using Examples,0
Using MONA For Querying Linguistic Treebanks,0
Tagging Spoken Language Using Written Language Statistics,0
A Cost-Benefit Analysis Of Hybrid Phone-Manner Representations For ASR,0
A Gradual Refinement Model For A Robust Thai Morphological Analyzer,0
Combining Multiple Forms Of Evidence While Filtering,0
Handling Biographical Questions With Implicature,0
A Flexible Approach To Natural Language Generation For Disabled Children,0
Summarization of Historical Articles Using Temporal Event Clustering,0
Tools for Collocation Extraction: Preferences for Active vs. Passive,0
Comparing HMMs and Bayesian Networks for Surface Realisation,0
On The Feasibility of Open Domain Referring Expression Generation Using Large Scale Folksonomies,0
Hierarchical Orderings Of Textual Units,0
Low-Dimensional Discriminative Reranking,0
Indexical Expressions In The Scope Of Attitude Verbs,0
An English Generator For A Case-Labelled Dependency Representation,0
An Interactive Analytic Tool for Peer-Review Exploration,0
DualSum: a Topic-Model based approach for update summarization,0
Incorporating Rule-based and Statistic-based Techniques for Coreference Resolution,0
Chinese Coreference Resolution via Ordered Filtering,0
A New Approach To Text Understanding,0
Graphical Schemes May Improve Readability but Not Understandability for People with Dyslexia,0
GPSG Parsing Bidirectional Charts And Connection Graphs,0
Par oĂš couper pour aller Ă  la plage ? (Where do you switch to get the band ?) [in French],0
A Dynamic Temporal Logic Of Events Intervals And States For Nominalization In Natural Language,0
Compensating for Annotation Errors in Training a Relation Extractor,0
Javox: A Toolkit For Building Speech-Enabled Applications,0
Generating Warning Instructions By Planning Accidents And Injuries,0
Active learning for interactive machine translation,0
Automatic generation of short informative sentiment summaries,0
Toward Learning Perceptually Grounded Word Meanings from Unaligned Parallel Data,0
Learning to Interpret Natural Language Instructions,0
DP: A Detector For Presuppositions In Survey Questions,0
Pitch Contour Generation In Speech Synthesis: A Junction Grammar Approach,0
UABCoRAL: A Preliminary study for Resolving the Scope of Negation,0
UNED: Improving Text Similarity Measures without Human Assessments,0
Borrowing Language Resources for Development of Automatic Speech Recognition for Low- and Middle-Density Languages,0
Identifying Repair Targets In Action Control Dialogue,0
SurfShop: combing a product ontology with topic model results for online window-shopping.,0
A Syllable Based Word Recognition Model For Korean Noun Extraction,0
Extracting Information On Pneumonia In Infants Using Natural Language Processing Of Radiology Reports,0
Joint Chinese Word Segmentation and POS Tagging on Heterogeneous Annotated Corpora with Multiple Task Learning,0
HOO 2012 Shared Task: UKP Lab System Description,0
Sense-Specific Lexical Information for Reading Assistance,0
A Comparison Of Two Different Approaches To Morphological Analysis Of Dutch,0
Modality and Negation in SIMT Use of Modality and Negation in Semantically-Informed Syntactic MT,0
From Strangers to Partners: Examining Convergence within a Longitudinal Study of Task-Oriented Dialogue,0
Using Syntactic Dependencies to Solve Coreferences,0
DR-LINK System: Phase I Summary,0
A Temporal Simulator for Developing Turn-Taking Methods for Spoken Dialogue Systems,0
Information Extraction Overview,0
Discourse Structure and Computation: Past Present and Future,0
Using A Probabilistic Model Of Discourse Relations To Investigate Word Order Variation,0
A Framework For Feature Based Description Of Low Level Discourse,0
Integrating User-Generated Content in the ACL Anthology,0
Towards A Semantic Theory Of Discourse,0
Improved Lexical Alignment By Combining Multiple Reified Alignments,0
A Phonotactic Language Model For Spoken Language Identification,0
A Graphical User Interface for Feature-Based Opinion Mining,0
ICT: System Description for CoNLL-2012,0
Simple Maximum Entropy Models for Multilingual Coreference Resolution,0
Aspectual Type and Temporal Relation Classification,0
Controlling Gender Equality With Shallow NLP Techniques,0
Simultaneous English-Japanese Spoken Language Translation Based On Incremental Dependency Parsing And Transfer,0
Automatic Analysis Of Descriptive Texts,0
Instance-Driven Attachment of Semantic Annotations over Conceptual Hierarchies,0
Identification Of Patients With Congestive Heart Failure Using A Binary Classifier: A Case Study,0
The Impact of Spelling Errors on Patent Search,0
Improving Lexical Mapping Model Of English-Korean Bitext Using Structural Features,0
Description of the HKU Chinese Word Segmentation System for Sighan Bakeoff 2005,0
How Are Spelling Errors Generated and Corrected? A Study of Corrected and Uncorrected Spelling Errors Using Keystroke Logs,0
An Eeffective Methods of Using Web Based Information for Relation Extraction,0
Assessing the Effect of Inconsistent Assessors on Summarization Evaluation,0
Keeping The Initiative: An Empirically-Motivated Approach To Predicting User-Initiated Dialogue Contribution In HCI,0
The University of Washington Machine Translation System for ACL WMT 2008,0
Unsupervized Word Segmentation: the Case for Mandarin Chinese,0
Exploiting Semantic Information For Manual Anaphoric Annotation In Cast3LB Corpus,0
Mind the Gap: Learning to Choose Gaps for Question Generation,0
Combining EBMT SMT TM and IR Technologies for Quality and Scale,0
Minimal Dependency Length in Realization Ranking,0
Learning Better Rule Extraction with Translation Span Alignment,0
Enhancing Statistical Machine Translation with Character Alignment,0
Heuristic Cube Pruning in Linear Time,0
Reversibility In A Constraint And Type Based Logic Grammar: Application To Secondary Predication,0
Detection and Correction of Preposition and Determiner Errors in English: HOO 2012,0
Syntactic Choice In Language Generation,0
Sentences Vs. Phrases: Syntactic Complexity In Multimedia Information Retrieval,0
A Support Platform for Event Detection using Social Intelligence,0
Dependency Of Context-Based Word Sense Disambiguation From Representation And Domain Complexity,0
Generation for Grammar Engineering,0
Analyzing The Reading Comprehension Task,0
Graph-Based Text Representation For Novelty Detection,0
PRESEMT: Pattern Recognition-based Statistically Enhanced MT,0
A Graphical Framework For Contextual Search And Name Disambiguation In Email,0
Full Machine Translation for Factoid Question Answering,0
Similarity Between Pairs Of Co-Indexed Trees For Textual Entailment Recognition,0
Natural Language Descriptions of Visual Scenes Corpus Generation and Analysis,0
MISTRAL: a Statistical Machine Translation Decoder for Speech Recognition Lattices,0
Toward Multimedia: A String Pattern-Based Passage Ranking Model for Video Question Answering,0
Exploring Semi-Supervised Coreference Resolution of Medical Concepts using Semantic and Temporal Features,0
A Computational Treatment Of Sentence-Final 'then',0
Textual Predictors of Bill Survival in Congressional Committees,0
Unsupervised Translation Sense Clustering,0
Automatic Humor Classification on Twitter,0
Selecting Sentences for Answering Complex Questions,0
A Weighting Scheme for Open Information Extraction,0
Building an Arabic Multiword Expressions Repository,0
The Future of Spoken Dialogue Systems is in their Past: Long-Term Adaptive Conversational Assistants,0
Statistical User Simulation for Spoken Dialogue Systems: What for Which Data Which Future?,0
After Dialog Went Pervasive: Separating Dialog Behavior Modeling and Task Modeling,0
Assigning Grammatical Relations With A Back-Off Model,0
Syntax-Based Word Ordering Incorporating a Large-Scale Language Model,0
Text Comparison Using Machine-Generated Nuggets,0
Framework of Semantic Role Assignment based on Extended Lexical Conceptual Structure: Comparison with VerbNet and FrameNet,0
Learning to Find Transliteration on the Web,0
OMS-J: An Opinion Mining System for Japanese Weblog Reviews Using a Combination of Supervised and Unsupervised Approaches,0
Unsupervised Detection of Downward-Entailing Operators By Maximizing Classification Certainty,0
A Test Suite for Inference Involving Adjectives,0
Rich Morphology Generation Using Statistical Machine Translation,0
On using context for automatic correction of non-word misspellings in student essays,0
Judging Grammaticality with Count-Induced Tree Substitution Grammars,0
Bilingual Co-Training for Sentiment Classification of Chinese Product Reviews,0
Controlling User Perceptions of Linguistic Style: Trainable Generation of Personality Traits,0
One Tokenization per Source,0
Annotation-Based Multimedia Summarization And Translation,0
Bridging Gaps for Spoken Dialog System Frameworks in Instructional Settings,0
Mining Search Query Logs for Spoken Language Understanding,0
Tiantianzhu7:System Description of Semantic Textual Similarity (STS) in the SemEval-2012 (Task 6),0
DSS: Text Similarity Using Lexical Alignments of Form Distributional Semantics and Grammatical Relations,0
Saarland: Vector-based models of semantic textual similarity,0
Tree Representations in Probabilistic Models for Extended Named Entities Detection,0
Semantic-Head Based Resolution of Scopal Ambiguities,0
Automatically Extracting Grounding Tags From BF Tags,0
Meaning Representation And Text Planning,0
JU_CSE_NLP: Multi-grade Classification of Semantic Similarity between Text Pairs,0
Boosting the protein name recognition performance by bootstrapping on selected text,0
Linguistically-Adapted Structural Query Annotation for Digital Libraries in the Social Sciences,0
Distributional techniques for philosophical enquiry,0
BAD: An Assistant tool for making verses in Basque,0
A Strategy for Information Presentation in Spoken Dialog Systems,0
A Text Understander that Learns,0
Applying Discourse Analysis and Data Mining Methods to Spoken OSCE Assessments,0
Machine Translation for Multilingual Summary Content Evaluation,0
Extracting Phoneme Pronunciation Information From Corpora,0
A Generalised Hybrid Architecture for NLP,0
Generation Of Simple Turkish Sentences With Systemic-Functional Grammar,0
Coupling Knowledge-Based and Data-Driven Systems for Named Entity Recognition,0
A Method Of Incorporating Bigram Constraints Into An LR Table And Its Effectiveness In Natural Language Processing,0
Incorporating Linguistic Knowledge in Statistical Machine Translation: Translating Prepositions,0
Combining Different Summarization Techniques for Legal Text,0
Learning to Model Multilingual Unrestricted Coreference in OntoNotes,0
The PSI/PHI Architecture For Prosodic Parsing,0
Cross-Domain Dialogue Act Tagging,0
Ecological Validity and the Evaluation of Speech Summarization Quality,0
Towards a Hybrid Model for Chinese Word Segmentation,0
Formal Morphology,0
